"","interception","SR1","SR2","SR4","SR5","INF","WT","RT","r2"
"122",7.26086878142576,-2.38718090326423,-0.193439808548601,-2.3485582217462,-0.453444038340504,-3.08282497210865,-0.800777205772994,-6.36852747337113,0.942243134460552
"123",7.73275519329365,-2.38127938025482,-0.192417521611859,-2.31779655659228,-0.446325862278565,-3.11919358371064,-0.857209418361141,-6.17650196165351,0.941736316151713
"124",8.20774482391555,-2.37338937322223,-0.192178860392609,-2.28690078086052,-0.438806534852765,-3.15508168216228,-0.898924784944273,-5.97467785753667,0.941075541186933
"125",8.7817316370686,-2.36792063896828,-0.192560697855271,-2.26241852694662,-0.433118017903789,-3.20140313788104,-0.927053759040611,-5.76518395017139,0.940644280486491
"126",9.33808599427851,-2.40793574576009,-0.192947658251022,-2.286826316435,-0.471926099338946,-3.255443904592,-0.941240874725934,-5.55479679093837,0.942268954851259
"127",9.00960659034793,-2.64272827724715,-0.192728032514783,-2.39620054516995,-0.709513533451952,-3.31056218759389,-0.932586817777343,-5.33093499060984,0.949338329742548
"128",9.17773937826501,-2.79966651622661,-0.191225900397195,-2.54710838401011,-0.858626919871799,-3.30144875893149,-0.92171854164055,-5.13482277736646,0.95466282333539
"129",8.71600203183669,-2.78182144440964,-0.189505728332975,-2.70390752440649,-0.83298785971659,-3.28464875356678,-0.912679403597154,-5.02102233747307,0.956695193701465
"130",7.55848992477907,-2.75440025195161,-0.188596279172942,-2.88979227548099,-0.797470030569728,-3.23937609121533,-0.902428934787287,-5.04065835996805,0.958558139638145
"131",7.27660929360921,-2.74555179950456,-0.189226757431862,-3.04987548223353,-0.775966729856179,-3.15129123124674,-0.899756728996692,-5.20156497261609,0.959855391409257
"132",7.29262266647797,-2.73913468532146,-0.190505720043737,-3.0954836981308,-0.755030404651445,-3.08865932797484,-0.910011583517192,-5.4657342779527,0.959804626357629
"133",6.8111851068085,-2.7509601276453,-0.191431386601833,-3.10070523762237,-0.754242167925445,-3.05059080906147,-0.927413687630211,-5.7552285542374,0.959598640966707
"134",7.34189389429316,-2.770112878941,-0.192322404871446,-3.18897712650533,-0.761000318645643,-3.01848652197148,-0.954508343411282,-5.97591778771386,0.96057056774922
"135",7.08851070642258,-2.73700641648405,-0.193564415702552,-2.99296486343529,-0.716640828693667,-3.01476854257261,-0.98520718155676,-6.09600826980304,0.957508726929479
"136",7.33221414409612,-2.73501008896662,-0.193880319927033,-2.91530551806239,-0.709587913566949,-3.00727513565026,-1.00598966820018,-6.11485789780154,0.956332307375995
"137",7.00964200886667,-2.73187511157126,-0.194046714284155,-2.87893670552879,-0.700815865755724,-3.00936859609274,-1.03592726745824,-6.09421378125877,0.955807915660756
"138",7.34463885142439,-2.70624280278279,-0.194167607028361,-2.77343517905093,-0.668616588367996,-3.00351355385758,-1.06736190324575,-6.0576010912777,0.953929620462884
"139",7.38996472911885,-2.66582164283356,-0.194293186185519,-2.63130435085033,-0.623676476944012,-3.02219262927014,-1.09693120423596,-6.03722556182608,0.951273910466031
"140",7.18746137509526,-2.6110253294232,-0.19368798568431,-2.47416094465091,-0.574024309199595,-3.03136553607702,-1.127413392541,-6.01440635478025,0.948317090191536
"141",8.06205138637589,-2.57268644341698,-0.192619939569012,-2.36877243449081,-0.541357746688806,-3.03414662775259,-1.16102916709974,-5.97813298181883,0.946471566338484
"142",8.59492946545213,-2.55568833195714,-0.191760017336461,-2.30477809989977,-0.522874198508395,-3.08064005220924,-1.19863177756555,-5.91091479244328,0.945581937882804
"143",8.95629330119189,-2.54700820014755,-0.191663161473016,-2.25963475232471,-0.509433369021588,-3.12738790274149,-1.23048217992024,-5.78739805911674,0.944803301858321
"144",9.13388025067461,-2.54202930089922,-0.192116898121753,-2.22439033716067,-0.498052811306669,-3.16583568484779,-1.25213079068223,-5.62571113726588,0.944149306685322
"145",9.61485547559098,-2.53742225253515,-0.192646688147074,-2.19523617329639,-0.487603544233877,-3.2001256973684,-1.26384664058249,-5.45372329461084,0.943662225981614
"146",9.2948101555628,-2.53039632250927,-0.193054073966216,-2.16828130985827,-0.477193202018409,-3.22640776403646,-1.26704972939587,-5.28171951731307,0.943269557293266
"147",9.48433024024235,-2.52326357839103,-0.193091698337402,-2.14339400300662,-0.467762152584702,-3.23526193021582,-1.26239190569047,-5.11476408912224,0.94281507018786
